,account_id,balance_mean,balance_max,balance_min,balance_std,last_balance,first_balance,years_since_transaction,last_trans_amount,reached_negative_balance,type_x,credit_mean,credit_count,credit_max,credit_min,credit_std,type_y,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,withdrawal_std,CC,CC_mean,CC_sum,CC_max,CC_std,CC_min,CAB,CAB_mean,CAB_sum,CAB_max,CAB_std,CAB_min,IC,IC_mean,IC_sum,IC_max,IC_std,IC_min,WC,WC_mean,WC_sum,WC_max,WC_std,WC_min,RAB,RAB_mean,RAB_sum,RAB_max,RAB_std,RAB_min,CCW,CCW_mean,CCW_sum,CCW_max,CCW_std,CCW_min,total_ops,credit_ratio,withdrawal_ratio,mean_trans_profit,itr_balance_per_account,balance_range,last_first_balance_ratio,last_max_balance_ratio,ratio_IC,ratio_CC,ratio_CAB,ratio_WC,ratio_RAB,ratio_CCW
865,1153,23771.668669527895,44578.3,200.0,6394.282738044765,32864.0,200.0,9,-14.6,1.0,credit,6300.164473684211,76,18018.0,8.9,6615.666230450343,withdrawal,-2840.4343949044587,157.0,-14.6,-12700.0,2558.205022875574,40,11876.7,475068.0,18018.0,4102.76376017373,200.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,104.01388888888889,3744.5,152.9,24.919013426673423,8.9,95.0,-2752.286315789474,-261467.2,-14.6,2890.0309659907143,-12700.0,62.0,-2975.5,-184481.0,-1033.0,1958.3574059676127,-4918.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.3261802575107296,0.6738197424892703,3459.730078779752,8459.8,44378.3,164.32,0.7372196786328774,0.15450643776824036,0.17167381974248927,0.0,0.40772532188841204,0.26609442060085836,0.0
866,1155,11345.800000000001,19054.8,1100.0,6655.733714625307,19054.8,1100.0,9,29.4,1.0,credit,2722.1142857142854,7,5959.0,19.0,3051.55122925405,0,0.0,0.0,0.0,0.0,0.0,1,1100.0,1100.0,1100.0,0.0,1100.0,3.0,5959.0,17877.0,5959.0,0.0,5959.0,3.0,25.933333333333334,77.8,29.4,6.004442799572107,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2722.1142857142854,8977.400000000001,17954.8,17.322545454545455,1.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0
867,1157,29803.24858490566,48053.6,700.0,6514.23907245704,47733.5,700.0,9,-14.6,1.0,credit,3106.518556701031,97,11200.0,12.1,3120.094385335492,withdrawal,-2205.2052173913044,115.0,-14.6,-9000.0,2410.1244484809326,52,5690.615384615385,295912.0,11200.0,1909.9560630799672,700.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.45111111111112,5420.3,194.5,28.01053878147085,12.1,115.0,-2205.2052173913044,-253598.6,-14.6,2410.124448480933,-9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.45754716981132076,0.5424528301886793,901.3133393097264,7284.75,47353.6,68.19071428571428,0.993338688464548,0.21226415094339623,0.24528301886792453,0.0,0.5424528301886793,0.0,0.0
868,1158,26673.619886363635,35227.9,200.0,5053.623967604349,30979.6,200.0,9,-14.6,1.0,credit,3178.0835820895522,67,6340.0,18.2,3138.6859581870103,withdrawal,-1669.2788990825688,109.0,-14.6,-7550.0,1461.6761591021677,1,200.0,200.0,200.0,0.0,200.0,33.0,6340.0,209220.0,6340.0,0.0,6340.0,33.0,106.4121212121212,3511.6,137.5,33.07906019651781,18.2,81.0,-1495.8444444444444,-121163.4,-14.6,1663.0430800192764,-7550.0,28.0,-2171.0,-60788.0,-2171.0,0.0,-2171.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.3806818181818182,0.6193181818181818,1508.8046830069834,5849.699999999997,35027.9,154.898,0.8794052441388784,0.1875,0.005681818181818182,0.1875,0.4602272727272727,0.1590909090909091,0.0
869,1159,30633.36387434555,47314.9,400.0,7229.07922823572,29635.7,400.0,9,-14.6,1.0,credit,5702.815789473684,76,16311.0,48.5,5848.57291404898,withdrawal,-3511.113043478261,115.0,-14.6,-13760.0,3072.414891588772,42,10217.57142857143,429138.0,16311.0,3987.213362388894,400.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,125.76470588235294,4276.0,157.9,22.67258232546114,48.5,85.0,-2466.8,-209678.0,-14.6,2929.283807316991,-13760.0,30.0,-6470.0,-194100.0,-6470.0,0.0,-6470.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.39790575916230364,0.6020942408376964,2191.7027459954234,8902.049999999996,46914.9,74.08925,0.6263502617568673,0.17801047120418848,0.2198952879581152,0.0,0.44502617801047123,0.15706806282722513,0.0
870,1160,57133.80476190476,98215.9,1000.0,25849.905296895693,57435.8,1000.0,9,-30.0,1.0,credit,14374.9,11,42630.0,13.9,16662.134391367752,withdrawal,-10068.8,10.0,-30.0,-26000.0,9560.927288826237,1,1000.0,1000.0,1000.0,0.0,1000.0,5.0,31262.0,156310.0,42630.0,6354.9051920544025,28420.0,5.0,162.78,813.9,307.9,108.95896934167466,13.9,8.0,-12128.75,-97030.0,-30.0,9617.456505898903,-26000.0,2.0,-1829.0,-3658.0,-171.0,2344.7660864145914,-3487.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.5238095238095238,0.47619047619047616,4306.1,37909.5,97215.9,57.4358,0.5847912608854575,0.23809523809523808,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.0
871,1161,21895.93240740741,32353.9,600.0,4926.908744734864,15555.8,600.0,9,-14.6,1.0,credit,2975.731460674157,89,5921.0,15.8,2929.4197171886317,withdrawal,-1962.8661417322835,127.0,-14.6,-5500.0,1721.3555085169544,1,600.0,600.0,600.0,0.0,600.0,44.0,5921.0,260524.0,5921.0,0.0,5921.0,44.0,84.45681818181818,3716.1,118.0,25.768661314078027,15.8,87.0,-1050.6206896551723,-91404.0,-14.6,1291.62774932361,-5500.0,40.0,-3947.0,-157880.0,-3947.0,0.0,-3947.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.41203703703703703,0.5879629629629629,1012.8653189418735,6016.125,31753.9,25.926333333333332,0.4808013871588896,0.2037037037037037,0.004629629629629629,0.2037037037037037,0.4027777777777778,0.18518518518518517,0.0
872,1164,34493.310762331836,72224.6,300.0,12675.693690919237,33273.8,300.0,9,-14.6,1.0,credit,2523.954032258064,124,43543.0,71.4,7260.355155296504,withdrawal,-2825.216161616162,99.0,-14.6,-24800.0,4567.263122119735,88,3497.4545454545455,307776.0,43543.0,8439.326363470873,300.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,144.28611111111113,5194.3,257.1,46.52494969846228,71.4,99.0,-2825.216161616162,-279696.4,-14.6,4567.263122119735,-24800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.5560538116591929,0.4439461883408072,-301.2621293580978,16623.75,71924.6,110.91266666666668,0.4606989862179922,0.16143497757847533,0.39461883408071746,0.0,0.4439461883408072,0.0,0.0
873,1166,36845.58888888889,62441.6,200.0,12658.246764300022,19033.5,200.0,11,-14.6,1.0,credit,9496.58,20,27946.0,31.1,10743.711547426978,withdrawal,-5026.411764705882,34.0,-14.6,-15900.0,4403.723889162286,2,1200.0,2400.0,2200.0,1414.213562373095,200.0,9.0,20701.0,186309.0,27946.0,4107.528910427777,18631.0,9.0,135.84444444444443,1222.6,181.5,46.1112543505138,31.1,29.0,-5134.931034482759,-148913.0,-14.6,4772.089848655966,-15900.0,5.0,-4397.0,-21985.0,-4397.0,0.0,-4397.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.37037037037037035,0.6296296296296297,4470.168235294118,14690.900000000001,62241.6,95.1675,0.30482082457848614,0.16666666666666666,0.037037037037037035,0.16666666666666666,0.5370370370370371,0.09259259259259259,0.0
874,1168,25600.671291866027,42586.2,400.0,7115.779187416908,16702.2,400.0,9,-14.6,1.0,credit,5260.714545454545,55,14593.5,36.6,5457.524731435393,withdrawal,-1770.3714285714286,154.0,-14.6,-8400.0,1998.0143153659078,29,9881.948275862069,286576.5,14593.5,3263.703648641775,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,106.26153846153846,2762.8,164.6,29.344124821477664,36.6,66.0,-2678.2000000000003,-176761.2,-14.6,2528.3732796465733,-8400.0,88.0,-1089.5,-95876.0,-40.0,1072.498865310334,-2432.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.2631578947368421,0.7368421052631579,3490.3431168831166,9714.399999999998,42186.2,41.755500000000005,0.39219747242064334,0.12440191387559808,0.13875598086124402,0.0,0.3157894736842105,0.42105263157894735,0.0
875,1169,38695.14357798165,121569.3,1000.0,24389.077760558743,27731.4,1000.0,9,-100.0,1.0,credit,11198.4,79,49116.0,52.5,14421.778488817277,withdrawal,-6165.050359712231,139.0,-100.0,-58500.0,8856.88629678947,47,18725.744680851065,880110.0,49116.0,14482.684109665292,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,142.6125,4563.6,324.1,78.01214028763769,52.5,79.0,-7680.658227848101,-606772.0,-100.0,11115.126384146086,-58500.0,60.0,-4169.5,-250170.0,-591.0,3608.698847629344,-7748.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.3623853211009174,0.6376146788990825,5033.349640287769,29573.574999999997,120569.3,27.7314,0.22811186705854192,0.14678899082568808,0.21559633027522937,0.0,0.3623853211009174,0.27522935779816515,0.0
876,1170,39983.16829268292,69941.5,200.0,14015.92759621066,34369.7,200.0,9,-14.6,1.0,credit,11626.385,20,34190.0,21.7,13140.85815463699,withdrawal,-9436.095238095239,21.0,-14.6,-23400.0,7102.427580093737,2,1650.0,3300.0,3100.0,2050.609665440988,200.0,9.0,25325.666666666668,227931.0,34190.0,5025.60461536719,22793.0,9.0,144.07777777777778,1296.7,207.0,53.03592597894794,21.7,16.0,-8304.5625,-132873.0,-14.6,7843.676573042772,-23400.0,5.0,-13057.0,-65285.0,-13057.0,0.0,-13057.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.4878048780487805,0.5121951219512195,2190.2897619047617,18418.600000000002,69741.5,171.84849999999997,0.49140638962561567,0.21951219512195122,0.04878048780487805,0.21951219512195122,0.3902439024390244,0.12195121951219512,0.0
877,1173,5579.5,10759.0,400.0,4457.803831484737,10759.0,400.0,9,3453.0,1.0,credit,2689.75,4,3453.0,400.0,1526.5,0,0.0,0.0,0.0,0.0,0.0,1,400.0,400.0,400.0,0.0,400.0,3.0,3453.0,10359.0,3453.0,0.0,3453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2689.75,5179.5,10359.0,26.8975,1.0,0.0,0.25,0.75,0.0,0.0,0.0
878,1174,46921.5537414966,80646.9,900.0,13147.514384248072,80632.3,900.0,9,-14.6,1.0,credit,11564.925000000001,44,32856.0,35.0,12380.787417666676,withdrawal,-4157.5165048543695,103.0,-14.6,-23500.0,5982.945930253152,23,21947.478260869564,504792.0,32856.0,7966.7609756216325,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,193.55714285714285,4064.7,300.6,61.14655813231495,35.0,55.0,-6409.603636363637,-352528.2,-14.6,7441.931239640828,-23500.0,48.0,-1577.0,-75696.0,-720.0,1147.7975950266389,-3182.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.29931972789115646,0.7006802721088435,7407.408495145632,22791.15000000001,79746.9,89.59144444444445,0.9998189639031384,0.14285714285714285,0.1564625850340136,0.0,0.3741496598639456,0.32653061224489793,0.0
879,1176,5656.0,10212.0,1100.0,4556.0,10212.0,1100.0,9,4556.0,1.0,credit,3404.0,3,4556.0,1100.0,1995.3225303193467,0,0.0,0.0,0.0,0.0,0.0,1,1100.0,1100.0,1100.0,0.0,1100.0,2.0,4556.0,9112.0,4556.0,0.0,4556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3404.0,4556.0,9112.0,9.283636363636363,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
880,1179,17508.169194312795,27872.0,700.0,4028.373579740494,25477.4,700.0,9,-14.6,1.0,credit,2218.805494505494,91,4212.0,3.0,2072.495042554727,withdrawal,-1470.2816666666665,120.0,-14.6,-3840.0,1341.9475761519361,1,700.0,700.0,700.0,0.0,700.0,47.0,4212.0,197964.0,4212.0,0.0,4212.0,43.0,75.51860465116279,3247.3,113.7,17.938655465541622,3.0,78.0,-749.9717948717949,-58497.8,-14.6,1131.9983813142292,-3840.0,42.0,-2808.0,-117936.0,-2808.0,0.0,-2808.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.4312796208530806,0.5687203791469194,748.5238278388276,4389.5999999999985,27172.0,36.39628571428572,0.9140858208955225,0.2037914691943128,0.004739336492890996,0.22274881516587677,0.3696682464454976,0.1990521327014218,0.0
881,1180,40007.28317757009,65881.0,500.0,9936.93778932039,45460.2,500.0,9,199.3,1.0,credit,8106.835555555555,90,22809.0,45.2,8457.29354332977,withdrawal,-5517.495161290322,124.0,-14.6,-44000.0,7059.802940222421,47,15378.340425531915,722782.0,22809.0,5031.102088948026,500.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,158.91162790697675,6833.2,224.2,31.965474003042768,45.2,124.0,-5517.495161290322,-684169.4,-14.6,7059.802940222422,-44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.4205607476635514,0.5794392523364486,2589.340394265233,12754.5,65381.0,90.9204,0.6900350632200483,0.20093457943925233,0.21962616822429906,0.0,0.5794392523364486,0.0,0.0
882,1183,28364.538392857143,37093.2,700.0,5564.350254554393,32863.4,700.0,9,-14.6,1.0,credit,2602.4938775510204,49,10900.0,60.6,2607.386134890662,withdrawal,-1502.5238095238096,63.0,-14.6,-5040.0,1231.1782719521937,30,4177.733333333334,125332.0,10900.0,2152.2903748033777,700.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,115.27368421052631,2190.2,137.4,20.45895191475587,60.6,33.0,-1537.5454545454545,-50739.0,-14.6,1664.4525994097335,-5040.0,30.0,-1464.0,-43920.0,-1046.0,425.14581677024813,-1882.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.4375,0.5625,1099.9700680272108,6835.375,36393.2,46.94771428571429,0.8859683176431261,0.16964285714285715,0.26785714285714285,0.0,0.29464285714285715,0.26785714285714285,0.0
883,1184,59060.930409356726,109565.6,700.0,20030.814068242005,59684.1,700.0,9,294.9,1.0,credit,20527.665079365077,63,56686.0,128.0,21417.149999212335,withdrawal,-11421.974074074074,108.0,-14.6,-40800.0,10622.241121506973,1,700.0,700.0,700.0,0.0,700.0,31.0,41448.096774193546,1284891.0,56686.0,7588.414609806358,37791.0,31.0,246.83548387096772,7651.9,398.0,62.77725994013594,128.0,108.0,-11421.974074074074,-1233573.2,-14.6,10622.241121506975,-40800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.3684210526315789,0.631578947368421,9105.691005291003,29296.34999999999,108865.6,85.26299999999999,0.5447339310878596,0.18128654970760233,0.005847953216374269,0.18128654970760233,0.631578947368421,0.0,0.0
884,1187,21585.579999999998,32100.0,1000.0,10842.361575659304,28933.6,1000.0,9,-14.6,1.0,credit,4598.028571428572,7,6220.0,86.2,2782.5756424065607,withdrawal,-1084.2,3.0,-14.6,-2288.0,1142.6259755493047,1,1000.0,1000.0,1000.0,0.0,1000.0,5.0,6220.0,31100.0,6220.0,0.0,6220.0,1.0,86.2,86.2,86.2,0.0,86.2,2.0,-482.3,-964.6,-14.6,661.4276831218965,-950.0,1.0,-2288.0,-2288.0,-2288.0,0.0,-2288.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.7,0.3,3513.828571428572,13949.55,31100.0,28.9336,0.9013582554517133,0.1,0.1,0.5,0.2,0.1,0.0
885,1188,25144.016666666666,40387.1,800.0,10446.370868913395,32188.4,800.0,9,-14.6,1.0,credit,3517.2384615384613,13,9948.0,20.6,3643.0570204473565,withdrawal,-2707.12,5.0,-14.6,-4421.0,1937.3281012776333,8,5659.5,45276.0,9948.0,3018.913664596209,800.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,89.62,448.1,137.0,45.76534715262192,20.6,4.0,-2278.65,-9114.6,-14.6,1944.3276361422904,-3900.0,1.0,-4421.0,-4421.0,-4421.0,0.0,-4421.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.7222222222222222,0.2777777777777778,810.1184615384614,11198.225000000002,39587.1,40.2355,0.7969970609427268,0.2777777777777778,0.4444444444444444,0.0,0.2222222222222222,0.05555555555555555,0.0
886,1189,20675.653875968994,29425.4,600.0,4540.06639695063,27834.8,600.0,9,-14.6,1.0,credit,1823.6080459770114,87,3433.0,2.4,1676.4888158248095,withdrawal,-765.021052631579,171.0,-14.6,-4290.0,803.305071652367,1,600.0,600.0,600.0,0.0,600.0,45.0,3433.0,154485.0,3433.0,0.0,3433.0,41.0,87.04634146341463,3568.9,117.3,21.054893701476818,2.4,91.0,-431.85274725274724,-39298.6,-14.6,640.3968490693285,-4290.0,80.0,-1144.0,-91520.0,-344.0,805.0473686826042,-1944.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.3372093023255814,0.6627906976744186,1058.5869933454323,6890.299999999996,28825.4,46.391333333333336,0.9459446600555982,0.15891472868217055,0.003875968992248062,0.1744186046511628,0.35271317829457366,0.31007751937984496,0.0
887,1190,25809.14,46978.6,500.0,13150.864316352407,35118.0,500.0,9,139.5,1.0,credit,6339.7625,8,18561.0,60.2,7300.1645499923,withdrawal,-7800.0,2.0,-3600.0,-12000.0,5939.696961966999,5,10081.8,50409.0,18561.0,6825.302498790805,500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,103.03333333333335,309.1,139.5,40.03152924050407,60.2,2.0,-7800.0,-15600.0,-3600.0,5939.696961966999,-12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,0.2,-1460.2375000000002,14721.95,46478.6,70.236,0.7475318549296914,0.3,0.5,0.0,0.2,0.0,0.0
888,1192,36317.75625,52499.3,200.0,11339.608220829106,40590.2,200.0,9,191.0,1.0,credit,6279.672222222222,18,17416.0,33.3,6676.416461281989,withdrawal,-5175.599999999999,14.0,-14.6,-13300.0,4956.931103942314,10,11189.8,111898.0,17416.0,4890.9189956716955,200.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,142.0125,1136.1,191.0,49.05467612776584,33.3,14.0,-5175.599999999999,-72458.4,-14.6,4956.931103942315,-13300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.5625,0.4375,1104.072222222223,6206.7249999999985,52299.3,202.951,0.7731569754263389,0.25,0.3125,0.0,0.4375,0.0,0.0
889,1193,31806.291709844558,53668.5,200.0,8742.161434014386,29334.2,200.0,9,-14.6,1.0,credit,7663.547368421052,76,21610.5,51.0,7877.2362096609095,withdrawal,-4727.309401709402,117.0,-14.6,-24320.0,3880.0409637453413,40,14441.825,577673.0,21610.5,4454.842822272615,200.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,132.1277777777778,4756.6,182.9,29.46697532697639,51.0,85.0,-3745.9670588235294,-318407.2,-14.6,4150.523114803846,-24320.0,32.0,-7334.0,-234688.0,-7334.0,0.0,-7334.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.39378238341968913,0.6062176165803109,2936.23796671165,13130.5,53468.5,146.671,0.546581327967057,0.18652849740932642,0.20725388601036268,0.0,0.44041450777202074,0.16580310880829016,0.0
890,1194,51608.93387096774,76569.4,500.0,11687.838342426045,40440.3,500.0,9,-14.6,1.0,credit,11873.734848484848,66,33198.0,54.9,12432.53366942484,withdrawal,-6193.548333333334,120.0,-14.6,-32800.0,7380.9332837719785,34,22838.823529411766,776520.0,33198.0,6996.776316018635,500.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,223.328125,7146.5,288.3,40.57724004012834,54.9,93.0,-7071.062365591399,-657608.8,-14.6,8185.766764115811,-32800.0,27.0,-3171.0,-85617.0,-3171.0,0.0,-3171.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.3548387096774194,0.6451612903225806,5680.186515151514,18781.25,76069.4,80.8806,0.5281522383615388,0.17204301075268819,0.1827956989247312,0.0,0.5,0.14516129032258066,0.0
891,1195,800.0,800.0,800.0,0.0,800.0,800.0,9,800.0,1.0,credit,800.0,1,800.0,800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,800.0,800.0,800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,800.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
892,1196,30611.640740740742,58831.6,800.0,12945.831909069875,23838.1,800.0,9,125.7,1.0,credit,5646.55,18,35177.0,2.7,10322.575262315915,withdrawal,-8644.444444444445,9.0,-200.0,-18800.0,5253.596651607142,7,14251.142857142857,99758.0,35177.0,12670.842255990345,800.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,170.9,1879.9,244.7,77.30466997536435,2.7,9.0,-8644.444444444445,-77800.0,-200.0,5253.596651607142,-18800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.6666666666666666,0.3333333333333333,-2997.894444444445,16224.349999999999,58031.6,29.797624999999996,0.40519210764283137,0.4074074074074074,0.25925925925925924,0.0,0.3333333333333333,0.0,0.0
893,1197,27838.111440677967,39820.0,1000.0,4801.103553168954,34220.7,1000.0,9,-14.6,1.0,credit,2012.087878787879,99,10000.0,12.9,1964.0643286813483,withdrawal,-1204.2014598540147,137.0,-14.6,-4470.0,1113.3823513474476,19,2089.4736842105262,39700.0,10000.0,2301.4234090237155,100.0,40.0,3873.0,154920.0,3873.0,0.0,3873.0,40.0,114.41749999999999,4576.7,156.9,23.870557849603816,12.9,102.0,-731.4274509803922,-74605.6,-14.6,886.3558161947994,-4470.0,35.0,-2582.0,-90370.0,-2582.0,0.0,-2582.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.4194915254237288,0.5805084745762712,807.8864189338642,4509.774999999998,38820.0,34.220699999999994,0.8593847312908086,0.1694915254237288,0.08050847457627118,0.1694915254237288,0.4322033898305085,0.1483050847457627,0.0
894,1200,49895.19672619047,76903.4,300.0,11907.91742063807,43190.8,300.0,9,-14.6,1.0,credit,12720.134831460675,89,35072.0,76.4,13108.966865705299,withdrawal,-4408.506072874494,247.0,-14.6,-25500.0,5666.928092776794,45,24946.48888888889,1122592.0,35072.0,5869.575664630987,300.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,215.9090909090909,9500.0,293.1,37.21666179862728,76.4,128.0,-6216.28125,-795684.0,-14.6,7316.502217253729,-25500.0,119.0,-2464.0084033613443,-293217.0,-525.0,1406.2246577500973,-3743.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.2648809523809524,0.7351190476190477,8311.628758586181,17641.200000000004,76603.4,143.96933333333334,0.5616240634354268,0.13095238095238096,0.13392857142857142,0.0,0.38095238095238093,0.3541666666666667,0.0
895,1201,34559.77745454546,62052.0,600.0,10007.270163316593,50597.7,600.0,9,-14.6,1.0,credit,8037.233720930232,86,22620.0,29.5,8286.3134173181,withdrawal,-3389.4402116402116,189.0,-14.6,-21280.0,3221.1266957174757,45,15223.555555555555,685060.0,22620.0,4675.077615085198,600.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,149.80731707317074,6142.1,223.5,38.225916537369656,29.5,117.0,-3103.2495726495727,-363080.2,-14.6,3750.995053537035,-21280.0,72.0,-3854.5,-277524.0,-1836.0,2032.6650860662403,-5873.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.31272727272727274,0.6872727272727273,4647.793509290021,12428.199999999997,61452.0,84.3295,0.8154080448655966,0.14909090909090908,0.16363636363636364,0.0,0.4254545454545455,0.26181818181818184,0.0
896,1203,48034.5578125,83209.2,1000.0,14523.369888354231,60960.2,1000.0,9,-21600.0,1.0,credit,11032.362857142858,35,30934.0,61.0,11589.694447276292,withdrawal,-3496.632258064516,93.0,-14.6,-24800.0,5543.531884394275,18,21251.333333333332,382524.0,30934.0,6402.691722558384,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,212.27647058823527,3608.7,316.0,57.95055575026615,61.0,44.0,-6245.222727272727,-274789.8,-14.6,7018.910116974652,-24800.0,49.0,-1028.5102040816328,-50397.0,-118.0,1274.188174918462,-3232.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.2734375,0.7265625,7535.7305990783425,17291.1,82209.2,60.9602,0.73261370136956,0.1328125,0.140625,0.0,0.34375,0.3828125,0.0
897,1204,52473.19916666667,93537.0,800.0,14594.213526190195,68202.3,800.0,9,-14.6,1.0,credit,12874.165333333334,75,35427.0,131.5,13300.83944927043,withdrawal,-5438.544242424243,165.0,-14.6,-45120.0,6556.551927227687,38,25192.86842105263,957329.0,35427.0,6156.91325422544,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,222.5243243243243,8233.4,305.9,35.84169209024444,131.5,99.0,-6682.240404040404,-661541.8,-14.6,8165.613621141979,-45120.0,66.0,-3573.0,-235818.0,-2154.0,1429.8737222351006,-4992.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.3125,0.6875,7435.621090909091,21990.550000000003,92737.0,85.252875,0.7291478238558005,0.15416666666666667,0.15833333333333333,0.0,0.4125,0.275,0.0
898,1205,25143.04411764706,34023.8,1100.0,5977.841325958353,18803.8,1100.0,9,-14.6,1.0,credit,2639.0490909090913,55,5239.0,16.2,2580.2593131148315,withdrawal,-1559.8,81.0,-14.6,-6200.0,1430.8625258912894,1,1100.0,1100.0,1100.0,0.0,1100.0,27.0,5239.0,141453.0,5239.0,0.0,5239.0,27.0,96.1,2594.7,135.5,38.30379575486963,16.2,59.0,-1026.877966101695,-60585.8,-14.6,1326.751149920919,-6200.0,22.0,-2989.0,-65758.0,-2989.0,0.0,-2989.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.40441176470588236,0.5955882352941176,1079.2490909090914,8658.575,32923.8,17.094363636363635,0.5526660749240238,0.19852941176470587,0.007352941176470588,0.19852941176470587,0.4338235294117647,0.16176470588235295,0.0
899,1206,20237.668421052633,27066.8,900.0,4583.093344181957,16158.8,900.0,9,-14.6,1.0,credit,2968.2615384615387,26,5383.0,37.1,2664.494624363416,withdrawal,-1968.258064516129,31.0,-14.6,-5800.0,1681.1871553110304,1,900.0,900.0,900.0,0.0,900.0,14.0,5383.0,75362.0,5383.0,0.0,5383.0,11.0,82.98181818181818,912.8,105.7,19.720183476926284,37.1,21.0,-1344.095238095238,-28226.0,-14.6,1723.8053748831944,-5800.0,10.0,-3279.0,-32790.0,-3279.0,0.0,-3279.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.45614035087719296,0.543859649122807,1000.0034739454097,5441.4000000000015,26166.8,17.95422222222222,0.5969970591277876,0.19298245614035087,0.017543859649122806,0.24561403508771928,0.3684210526315789,0.17543859649122806,0.0
