account_id,district_id,frequency,years_since_acc_open
3571,39,monthly issuance,28
5991,1,monthly issuance,28
1128,74,monthly issuance,28
10439,66,monthly issuance,28
1302,55,monthly issuance,28
10788,67,weekly issuance,28
4343,31,monthly issuance,28
2460,1,monthly issuance,28
1931,20,monthly issuance,28
2972,12,monthly issuance,28
1286,66,issuance after transaction,28
1235,76,monthly issuance,28
4385,23,monthly issuance,28
7449,1,monthly issuance,28
545,54,monthly issuance,28
245,65,monthly issuance,28
688,74,monthly issuance,28
173,66,monthly issuance,28
10904,48,monthly issuance,28
7844,1,monthly issuance,28
6353,26,monthly issuance,28
604,12,monthly issuance,28
6806,1,monthly issuance,28
5927,15,monthly issuance,28
2419,24,monthly issuance,28
1288,11,monthly issuance,28
3003,18,monthly issuance,28
10131,1,monthly issuance,28
1952,70,monthly issuance,27
651,72,monthly issuance,27
2989,4,monthly issuance,27
1499,47,monthly issuance,27
426,1,monthly issuance,27
3570,44,monthly issuance,27
4237,18,monthly issuance,27
2739,59,monthly issuance,27
4526,63,monthly issuance,27
1621,75,monthly issuance,27
344,54,monthly issuance,27
1359,8,monthly issuance,27
290,56,monthly issuance,27
66,48,issuance after transaction,27
1314,48,monthly issuance,27
3145,4,monthly issuance,27
1204,29,monthly issuance,27
437,43,monthly issuance,27
2063,1,monthly issuance,27
3087,15,monthly issuance,27
2588,5,monthly issuance,27
956,74,monthly issuance,27
597,41,monthly issuance,27
3129,5,monthly issuance,27
884,2,monthly issuance,27
4264,28,monthly issuance,27
3223,1,monthly issuance,27
737,34,monthly issuance,27
2306,38,monthly issuance,27
1673,53,monthly issuance,27
10663,11,monthly issuance,27
3345,22,monthly issuance,27
1970,8,monthly issuance,27
2504,16,monthly issuance,27
358,12,monthly issuance,27
2980,66,monthly issuance,27
3918,53,monthly issuance,27
1680,59,monthly issuance,27
3039,1,monthly issuance,27
3380,64,monthly issuance,27
2128,22,monthly issuance,27
903,47,monthly issuance,27
1762,28,monthly issuance,27
61,70,monthly issuance,27
391,36,monthly issuance,27
2305,1,monthly issuance,27
1588,67,monthly issuance,27
183,43,monthly issuance,27
365,74,monthly issuance,27
2476,32,monthly issuance,27
347,65,monthly issuance,27
1877,76,monthly issuance,27
3196,1,monthly issuance,27
2928,55,monthly issuance,27
1225,4,monthly issuance,27
3825,7,monthly issuance,27
180,55,weekly issuance,27
2813,24,monthly issuance,27
1605,72,monthly issuance,27
1792,7,monthly issuance,27
1604,54,monthly issuance,27
883,1,monthly issuance,27
441,27,weekly issuance,27
3429,73,monthly issuance,27
4514,69,monthly issuance,27
1088,32,monthly issuance,27
3094,56,monthly issuance,27
1768,15,monthly issuance,27
2768,73,monthly issuance,27
2257,57,monthly issuance,27
1882,1,monthly issuance,27
719,30,monthly issuance,27
5092,74,monthly issuance,27
3292,1,monthly issuance,27
3604,75,monthly issuance,27
2733,76,monthly issuance,27
3669,76,monthly issuance,27
1940,52,monthly issuance,27
3056,55,monthly issuance,27
1419,33,monthly issuance,27
2971,76,weekly issuance,27
1959,62,monthly issuance,27
3164,33,monthly issuance,27
3197,1,monthly issuance,27
2770,42,monthly issuance,27
7944,59,monthly issuance,27
1080,55,monthly issuance,27
6148,74,monthly issuance,27
2010,1,monthly issuance,27
3135,72,monthly issuance,27
1098,47,monthly issuance,27
100,41,monthly issuance,27
2913,8,monthly issuance,27
1153,35,monthly issuance,27
1635,19,monthly issuance,27
2842,14,monthly issuance,27
3759,1,monthly issuance,27
3594,29,monthly issuance,27
2778,38,monthly issuance,27
2161,15,weekly issuance,27
2789,14,monthly issuance,27
1552,18,monthly issuance,27
628,72,monthly issuance,27
1458,29,monthly issuance,27
2673,34,monthly issuance,27
1788,1,monthly issuance,27
1193,29,monthly issuance,27
969,19,monthly issuance,27
1512,1,monthly issuance,27
3997,62,monthly issuance,27
2179,1,weekly issuance,27
1164,35,monthly issuance,27
4774,66,monthly issuance,27
4413,74,weekly issuance,27
1824,52,monthly issuance,27
1231,7,monthly issuance,27
2664,58,monthly issuance,27
1627,1,monthly issuance,27
9104,10,monthly issuance,27
2326,70,monthly issuance,27
4356,47,monthly issuance,27
3667,55,monthly issuance,27
742,77,monthly issuance,27
2538,42,monthly issuance,27
127,29,monthly issuance,27
726,76,monthly issuance,27
4907,42,monthly issuance,27
2628,64,issuance after transaction,27
3898,70,monthly issuance,27
6472,61,monthly issuance,27
1770,65,monthly issuance,27
2472,60,monthly issuance,27
1159,49,monthly issuance,27
4418,66,monthly issuance,27
1470,19,monthly issuance,27
1813,47,monthly issuance,27
4416,14,monthly issuance,27
2315,75,monthly issuance,27
3876,69,monthly issuance,27
4329,1,monthly issuance,27
3184,1,monthly issuance,27
370,25,monthly issuance,27
1317,56,monthly issuance,27
2675,1,monthly issuance,27
3840,76,monthly issuance,27
4009,56,monthly issuance,27
3886,1,monthly issuance,27
3445,1,monthly issuance,27
2482,1,monthly issuance,27
2361,28,monthly issuance,27
974,29,monthly issuance,27
2959,8,monthly issuance,27
1880,76,monthly issuance,27
3355,70,monthly issuance,27
2501,30,monthly issuance,27
1073,73,monthly issuance,27
8558,1,issuance after transaction,27
3101,1,monthly issuance,27
2568,17,monthly issuance,27
1169,49,issuance after transaction,27
3684,23,monthly issuance,27
1406,50,monthly issuance,27
71,1,monthly issuance,27
3528,10,monthly issuance,27
3405,36,monthly issuance,27
6118,1,weekly issuance,27
2382,59,monthly issuance,27
1570,1,monthly issuance,27
1511,51,issuance after transaction,27
1237,9,monthly issuance,27
3307,30,monthly issuance,27
3378,55,monthly issuance,27
989,19,monthly issuance,27
3253,71,issuance after transaction,27
1626,3,monthly issuance,27
289,1,monthly issuance,27
1987,54,monthly issuance,27
817,5,monthly issuance,27
2228,34,monthly issuance,27
904,1,monthly issuance,27
3824,41,monthly issuance,27
3599,63,monthly issuance,27
22,1,monthly issuance,27
470,64,monthly issuance,27
1273,37,monthly issuance,27
237,50,monthly issuance,27
59,43,monthly issuance,27
572,32,monthly issuance,27
1269,52,monthly issuance,27
855,1,monthly issuance,27
3183,45,monthly issuance,27
1969,5,monthly issuance,27
2799,54,weekly issuance,27
1042,43,monthly issuance,27
1158,50,monthly issuance,27
2713,26,monthly issuance,27
740,28,monthly issuance,27
493,26,monthly issuance,27
2067,76,monthly issuance,27
3804,7,monthly issuance,27
4259,66,monthly issuance,27
2886,1,monthly issuance,27
761,43,monthly issuance,27
1918,24,monthly issuance,27
3036,10,monthly issuance,27
3259,1,monthly issuance,27
4408,71,weekly issuance,27
2009,17,monthly issuance,27
1194,1,monthly issuance,27
3718,63,monthly issuance,27
3201,4,monthly issuance,27
460,1,monthly issuance,27
784,59,monthly issuance,27
3714,2,weekly issuance,27
2154,63,monthly issuance,27
1256,38,monthly issuance,27
1353,51,monthly issuance,27
1820,10,monthly issuance,27
2494,74,monthly issuance,27
2399,1,monthly issuance,27
343,18,monthly issuance,27
575,38,monthly issuance,27
900,48,monthly issuance,27
1467,37,monthly issuance,27
31,68,monthly issuance,27
1375,19,monthly issuance,27
1371,1,monthly issuance,27
844,53,monthly issuance,27
908,62,monthly issuance,27
3134,48,monthly issuance,27
2092,1,monthly issuance,27
3747,1,monthly issuance,27
277,32,issuance after transaction,27
3595,30,monthly issuance,27
2511,40,monthly issuance,27
1388,29,monthly issuance,27
4245,52,monthly issuance,27
3838,3,monthly issuance,27
543,64,monthly issuance,27
3653,31,monthly issuance,27
524,61,monthly issuance,27
82,26,monthly issuance,27
3912,2,monthly issuance,27
1949,41,monthly issuance,27
1865,1,monthly issuance,27
451,11,monthly issuance,27
50,1,monthly issuance,27
1184,14,monthly issuance,27
363,1,monthly issuance,27
2454,8,monthly issuance,27
2847,75,monthly issuance,27
2740,14,monthly issuance,27
1871,48,monthly issuance,27
8405,20,monthly issuance,27
266,47,monthly issuance,27
1879,10,monthly issuance,27
2259,64,monthly issuance,27
609,63,monthly issuance,27
9750,74,monthly issuance,27
2375,29,monthly issuance,27
216,38,monthly issuance,27
56,50,monthly issuance,27
7824,60,monthly issuance,27
649,69,weekly issuance,27
2996,54,monthly issuance,27
1509,51,monthly issuance,27
2170,1,issuance after transaction,27
2001,75,monthly issuance,27
2903,38,monthly issuance,27
3717,56,monthly issuance,27
4195,67,monthly issuance,27
2496,51,monthly issuance,27
9583,31,weekly issuance,27
3636,21,monthly issuance,27
1826,5,monthly issuance,27
2227,31,weekly issuance,27
2749,1,monthly issuance,27
535,35,monthly issuance,27
4066,72,monthly issuance,27
2662,71,monthly issuance,27
1053,57,monthly issuance,27
11333,8,monthly issuance,27
1838,68,monthly issuance,27
3037,44,monthly issuance,27
3372,23,monthly issuance,27
985,32,monthly issuance,27
6924,74,monthly issuance,27
3484,22,monthly issuance,27
700,20,monthly issuance,27
3289,1,monthly issuance,27
2638,5,monthly issuance,27
8316,70,monthly issuance,27
1634,77,monthly issuance,27
4825,15,monthly issuance,27
3650,8,monthly issuance,27
10942,44,weekly issuance,27
2922,16,monthly issuance,27
693,2,monthly issuance,27
2260,1,monthly issuance,27
538,70,monthly issuance,27
548,16,monthly issuance,27
941,8,monthly issuance,27
2155,58,monthly issuance,27
4519,8,monthly issuance,27
3539,42,monthly issuance,27
6511,72,monthly issuance,27
2569,2,monthly issuance,27
43,36,monthly issuance,27
1047,46,monthly issuance,27
3479,22,monthly issuance,27
2868,1,monthly issuance,27
4328,72,monthly issuance,27
5628,61,monthly issuance,27
3160,22,monthly issuance,27
1856,26,monthly issuance,27
154,46,monthly issuance,27
3030,65,monthly issuance,27
1938,1,monthly issuance,27
1870,10,monthly issuance,27
3275,74,monthly issuance,27
8492,2,monthly issuance,27
10093,1,weekly issuance,27
3805,9,monthly issuance,27
200,17,monthly issuance,27
2471,6,monthly issuance,27
352,39,monthly issuance,27
1291,1,monthly issuance,27
161,28,monthly issuance,27
711,70,monthly issuance,27
964,26,monthly issuance,27
1012,65,monthly issuance,27
4276,43,monthly issuance,27
901,60,monthly issuance,27
7765,52,weekly issuance,27
90,1,monthly issuance,27
5574,13,weekly issuance,27
741,54,monthly issuance,27
2819,35,monthly issuance,27
478,58,monthly issuance,27
2615,68,monthly issuance,27
3503,1,monthly issuance,27
3921,18,monthly issuance,27
662,21,monthly issuance,27
2654,56,monthly issuance,27
9627,65,issuance after transaction,27
2470,16,monthly issuance,27
427,8,monthly issuance,27
709,19,monthly issuance,27
629,31,monthly issuance,27
2606,1,monthly issuance,27
6738,62,monthly issuance,27
2912,74,monthly issuance,27
4995,20,weekly issuance,27
1022,33,weekly issuance,27
1797,24,monthly issuance,27
3497,76,monthly issuance,27
1848,1,monthly issuance,27
582,12,monthly issuance,27
3167,18,monthly issuance,27
1579,57,monthly issuance,27
610,74,monthly issuance,27
3536,24,monthly issuance,27
1017,14,monthly issuance,27
3017,75,monthly issuance,27
3112,38,monthly issuance,27
1360,71,monthly issuance,27
2747,1,monthly issuance,27
9192,1,monthly issuance,27
1398,62,monthly issuance,27
1246,58,monthly issuance,27
1592,38,monthly issuance,27
3728,10,monthly issuance,27
4131,5,monthly issuance,27
377,70,monthly issuance,27
1911,68,monthly issuance,27
635,21,monthly issuance,27
3625,3,monthly issuance,27
3425,70,monthly issuance,27
1327,65,monthly issuance,27
8776,64,monthly issuance,27
2798,70,monthly issuance,27
2401,16,monthly issuance,27
3612,70,monthly issuance,27
4580,9,monthly issuance,27
3226,65,monthly issuance,27
7523,63,monthly issuance,27
3533,74,monthly issuance,27
422,53,weekly issuance,27
3608,72,weekly issuance,27
1105,55,monthly issuance,27
2596,1,monthly issuance,27
9006,40,weekly issuance,27
3579,53,monthly issuance,27
710,25,monthly issuance,27
7546,43,monthly issuance,27
1766,28,monthly issuance,27
1292,3,monthly issuance,27
3797,64,monthly issuance,27
3478,30,monthly issuance,27
8899,1,weekly issuance,27
1975,19,monthly issuance,27
3049,61,monthly issuance,27
3730,17,monthly issuance,27
1714,72,monthly issuance,27
518,74,monthly issuance,27
6321,1,monthly issuance,27
3926,72,monthly issuance,27
1878,52,weekly issuance,27
3712,3,monthly issuance,27
2030,51,monthly issuance,27
3869,72,monthly issuance,27
1908,20,monthly issuance,27
3142,2,monthly issuance,27
1301,18,monthly issuance,27
3288,54,monthly issuance,27
318,36,monthly issuance,27
3336,51,monthly issuance,27
1653,1,monthly issuance,27
577,29,monthly issuance,27
2960,19,monthly issuance,27
2267,54,weekly issuance,27
1989,48,monthly issuance,27
1352,1,monthly issuance,27
851,15,monthly issuance,27
716,47,monthly issuance,27
3555,32,monthly issuance,27
6,51,monthly issuance,27
1828,1,monthly issuance,27
1333,21,monthly issuance,27
11359,61,monthly issuance,27
3457,54,monthly issuance,27
2627,76,monthly issuance,27
2025,19,monthly issuance,27
3975,20,monthly issuance,27
2905,74,monthly issuance,27
3827,1,monthly issuance,27
939,55,monthly issuance,27
1421,71,monthly issuance,27
1934,46,monthly issuance,27
3878,23,monthly issuance,27
2363,47,monthly issuance,27
1559,14,monthly issuance,27
2195,73,monthly issuance,27
1205,73,monthly issuance,27
2059,37,monthly issuance,27
2333,45,monthly issuance,27
3074,74,weekly issuance,27
2840,15,monthly issuance,27
2430,3,monthly issuance,27
2463,56,monthly issuance,27
3860,4,monthly issuance,27
2788,54,monthly issuance,27
8127,37,monthly issuance,27
596,31,monthly issuance,27
3622,53,monthly issuance,27
1312,23,monthly issuance,27
2742,23,monthly issuance,27
654,63,monthly issuance,27
4283,39,monthly issuance,27
2924,56,monthly issuance,27
3756,39,weekly issuance,27
2790,1,monthly issuance,27
67,16,monthly issuance,27
2949,1,monthly issuance,27
3849,75,monthly issuance,27
5422,66,monthly issuance,27
988,10,monthly issuance,27
3058,44,monthly issuance,27
1958,40,monthly issuance,27
1441,50,monthly issuance,27
1109,66,monthly issuance,27
2536,41,monthly issuance,27
1295,15,monthly issuance,27
3419,1,monthly issuance,27
1993,68,monthly issuance,27
1076,1,monthly issuance,27
960,4,issuance after transaction,27
201,63,monthly issuance,27
1168,29,monthly issuance,27
2365,42,monthly issuance,27
973,54,monthly issuance,27
3663,67,monthly issuance,27
3576,58,monthly issuance,27
4082,49,monthly issuance,27
2541,57,monthly issuance,27
4476,24,monthly issuance,27
2572,64,issuance after transaction,27
2377,77,monthly issuance,27
1554,47,monthly issuance,27
5632,5,weekly issuance,27
940,37,monthly issuance,27
1583,69,issuance after transaction,27
2218,19,monthly issuance,27
1708,22,monthly issuance,27
449,19,monthly issuance,27
2044,6,monthly issuance,27
11186,12,monthly issuance,27
29,7,monthly issuance,27
3752,1,monthly issuance,27
2028,7,weekly issuance,27
1294,71,monthly issuance,27
106,63,monthly issuance,27
2707,61,monthly issuance,27
2027,19,monthly issuance,26
3369,8,monthly issuance,26
9731,54,issuance after transaction,26
1578,48,monthly issuance,26
8411,20,monthly issuance,26
1919,18,monthly issuance,26
1307,56,monthly issuance,26
2121,64,monthly issuance,26
1436,3,monthly issuance,26
3489,9,monthly issuance,26
3348,4,monthly issuance,26
2809,73,monthly issuance,26
3364,21,weekly issuance,26
2546,1,monthly issuance,26
2343,68,monthly issuance,26
594,54,monthly issuance,26
4434,41,monthly issuance,26
359,11,monthly issuance,26
3279,46,weekly issuance,26
1011,45,monthly issuance,26
8856,15,monthly issuance,26
2808,1,monthly issuance,26
5357,70,monthly issuance,26
775,1,monthly issuance,26
2524,1,monthly issuance,26
3903,58,monthly issuance,26
802,15,monthly issuance,26
3567,5,monthly issuance,26
68,37,issuance after transaction,26
1417,75,monthly issuance,26
3643,1,monthly issuance,26
10728,71,monthly issuance,26
2384,40,monthly issuance,26
1835,74,monthly issuance,26
3621,32,monthly issuance,26
1394,32,monthly issuance,26
3006,64,monthly issuance,26
2322,33,monthly issuance,26
1331,59,monthly issuance,26
2355,1,monthly issuance,26
3482,70,monthly issuance,26
4503,50,monthly issuance,26
2077,29,monthly issuance,26
685,37,weekly issuance,26
2163,17,monthly issuance,26
2239,25,monthly issuance,26
1706,1,monthly issuance,26
7795,64,monthly issuance,26
3128,1,monthly issuance,26
2978,74,monthly issuance,26
3141,1,weekly issuance,26
3250,1,monthly issuance,26
1955,49,monthly issuance,26
5650,10,issuance after transaction,26
3641,7,monthly issuance,26
2923,43,monthly issuance,26
8092,54,monthly issuance,26
2421,18,monthly issuance,26
1437,50,monthly issuance,26
756,65,monthly issuance,26
3244,56,monthly issuance,26
10630,41,monthly issuance,26
3981,23,monthly issuance,26
3812,72,monthly issuance,26
4368,1,monthly issuance,26
2729,40,monthly issuance,26
2446,3,monthly issuance,26
839,16,monthly issuance,26
1625,1,monthly issuance,26
2563,48,monthly issuance,26
1414,58,monthly issuance,26
7562,72,weekly issuance,26
2185,67,monthly issuance,26
1446,57,monthly issuance,26
915,72,monthly issuance,26
3777,70,monthly issuance,26
2414,1,monthly issuance,26
9814,64,weekly issuance,26
2681,28,monthly issuance,26
484,1,monthly issuance,26
217,77,monthly issuance,26
9030,72,monthly issuance,26
2352,70,monthly issuance,26
1526,52,monthly issuance,26
3841,8,monthly issuance,26
270,27,monthly issuance,26
1914,27,monthly issuance,26
2054,1,monthly issuance,26
2111,42,weekly issuance,26
1769,39,monthly issuance,26
2663,64,monthly issuance,26
4103,38,monthly issuance,26
5735,52,monthly issuance,26
3362,73,monthly issuance,26
2755,20,monthly issuance,26
3235,8,monthly issuance,26
795,25,monthly issuance,26
1548,47,monthly issuance,26
650,3,monthly issuance,26
11042,72,monthly issuance,26
3421,31,monthly issuance,26
1112,48,monthly issuance,26
3583,40,monthly issuance,26
4001,54,monthly issuance,26
393,46,monthly issuance,26
2718,29,monthly issuance,26
1496,57,monthly issuance,26
2968,15,monthly issuance,26
1889,59,monthly issuance,26
789,39,monthly issuance,26
7614,62,monthly issuance,26
8159,26,monthly issuance,26
2151,38,monthly issuance,26
3865,50,monthly issuance,26
4109,54,monthly issuance,26
515,57,monthly issuance,26
3817,70,monthly issuance,26
2268,1,monthly issuance,26
388,59,monthly issuance,26
3623,59,monthly issuance,26
1967,26,weekly issuance,26
4727,2,monthly issuance,26
3466,64,monthly issuance,26
3297,53,monthly issuance,26
607,16,monthly issuance,26
1858,72,monthly issuance,26
3978,59,monthly issuance,26
70,8,monthly issuance,26
781,33,monthly issuance,26
10884,65,monthly issuance,26
2688,72,monthly issuance,26
1772,31,weekly issuance,26
2490,22,monthly issuance,26
2047,20,monthly issuance,26
3839,1,monthly issuance,26
1633,51,monthly issuance,26
763,1,monthly issuance,26
4161,1,monthly issuance,26
2431,74,monthly issuance,26
3753,28,monthly issuance,26
1778,15,monthly issuance,26
2911,33,monthly issuance,26
3710,1,monthly issuance,26
1702,56,monthly issuance,26
3737,34,monthly issuance,26
190,74,monthly issuance,26
2865,1,monthly issuance,26
3014,75,weekly issuance,26
2680,46,monthly issuance,26
1129,35,monthly issuance,26
3233,31,monthly issuance,26
1287,35,monthly issuance,26
9897,1,monthly issuance,26
30,36,monthly issuance,26
2367,28,monthly issuance,26
3826,34,monthly issuance,26
376,25,monthly issuance,26
1108,26,monthly issuance,26
108,53,monthly issuance,26
1802,75,monthly issuance,26
3230,1,monthly issuance,26
3989,19,monthly issuance,26
2723,75,monthly issuance,26
7859,52,monthly issuance,26
7606,21,monthly issuance,26
158,37,monthly issuance,26
6397,48,monthly issuance,26
150,73,monthly issuance,26
3402,76,weekly issuance,26
2810,66,monthly issuance,26
586,54,monthly issuance,26
1261,52,monthly issuance,26
2856,25,monthly issuance,26
288,25,monthly issuance,26
3750,77,monthly issuance,26
1174,70,monthly issuance,26
1306,1,monthly issuance,26
5541,43,monthly issuance,26
1,18,monthly issuance,26
981,66,monthly issuance,26
767,25,monthly issuance,26
608,32,monthly issuance,26
1757,75,monthly issuance,26
6609,16,monthly issuance,26
870,70,monthly issuance,26
227,27,monthly issuance,26
568,18,monthly issuance,26
1254,74,monthly issuance,26
1540,1,monthly issuance,26
1692,56,monthly issuance,26
1249,67,monthly issuance,26
95,1,monthly issuance,26
1561,66,monthly issuance,26
2540,54,monthly issuance,26
248,1,monthly issuance,26
9493,64,monthly issuance,26
5126,58,monthly issuance,26
231,22,monthly issuance,26
2203,47,monthly issuance,26
6910,76,monthly issuance,26
1986,46,monthly issuance,26
2839,70,monthly issuance,26
1479,54,monthly issuance,26
3147,54,monthly issuance,26
6289,64,monthly issuance,26
1590,77,monthly issuance,26
7418,21,monthly issuance,26
19,21,monthly issuance,26
842,62,monthly issuance,26
1821,70,monthly issuance,26
206,61,monthly issuance,26
3109,18,monthly issuance,26
7815,19,weekly issuance,26
7136,12,weekly issuance,26
1228,62,monthly issuance,26
893,53,monthly issuance,26
3702,53,monthly issuance,26
4852,47,monthly issuance,26
2750,13,monthly issuance,26
1046,1,monthly issuance,26
3729,31,monthly issuance,26
1862,19,weekly issuance,26
1309,1,monthly issuance,26
1315,13,monthly issuance,26
3321,17,monthly issuance,26
3231,73,monthly issuance,26
5724,14,issuance after transaction,26
3823,74,monthly issuance,26
2726,18,monthly issuance,26
1038,64,monthly issuance,26
7861,34,monthly issuance,26
819,20,monthly issuance,26
455,54,monthly issuance,26
3930,37,monthly issuance,26
4423,39,monthly issuance,26
267,38,monthly issuance,26
922,61,monthly issuance,26
3735,1,monthly issuance,26
3449,1,monthly issuance,26
2751,31,monthly issuance,26
404,41,monthly issuance,26
2547,74,monthly issuance,26
1248,22,monthly issuance,26
2331,8,monthly issuance,26
1010,61,monthly issuance,26
54,4,monthly issuance,26
2364,33,monthly issuance,26
1280,70,monthly issuance,26
2931,36,monthly issuance,26
10351,23,monthly issuance,26
3936,39,monthly issuance,26
5194,1,issuance after transaction,26
3464,25,monthly issuance,26
533,40,monthly issuance,26
3940,35,weekly issuance,26
4538,70,monthly issuance,26
454,7,monthly issuance,26
1183,12,monthly issuance,26
2323,72,monthly issuance,26
463,51,monthly issuance,26
285,17,monthly issuance,26
4105,58,monthly issuance,26
2525,45,monthly issuance,26
6434,1,monthly issuance,26
2919,77,monthly issuance,26
1741,21,monthly issuance,26
746,75,monthly issuance,26
256,37,monthly issuance,26
3845,48,monthly issuance,26
4014,56,issuance after transaction,26
2178,64,monthly issuance,26
2935,68,monthly issuance,26
544,32,monthly issuance,26
1720,35,monthly issuance,26
875,63,monthly issuance,26
733,49,weekly issuance,26
3251,59,monthly issuance,26
5358,4,monthly issuance,26
2521,63,monthly issuance,26
10963,16,monthly issuance,26
57,1,monthly issuance,26
4589,4,monthly issuance,26
490,45,monthly issuance,26
3386,2,monthly issuance,26
8998,61,monthly issuance,26
11349,1,weekly issuance,26
2969,29,monthly issuance,26
1530,70,monthly issuance,26
1642,64,monthly issuance,26
6358,3,monthly issuance,26
10001,24,monthly issuance,26
3186,10,monthly issuance,26
1059,8,monthly issuance,26
3624,32,weekly issuance,26
1974,42,monthly issuance,26
2559,32,monthly issuance,26
11069,37,monthly issuance,26
3874,51,monthly issuance,26
3520,72,monthly issuance,26
2018,42,monthly issuance,26
2877,37,monthly issuance,26
2642,68,monthly issuance,26
553,26,monthly issuance,26
1092,41,monthly issuance,26
471,47,monthly issuance,26
53,77,monthly issuance,26
1413,65,monthly issuance,26
5774,1,monthly issuance,26
3392,1,monthly issuance,26
1465,30,monthly issuance,26
1420,68,monthly issuance,26
1620,17,monthly issuance,26
4121,54,monthly issuance,26
754,1,monthly issuance,26
3045,1,monthly issuance,26
3453,13,monthly issuance,26
1696,43,monthly issuance,26
2139,8,monthly issuance,26
1793,56,monthly issuance,26
3725,33,monthly issuance,26
896,3,monthly issuance,26
3252,12,monthly issuance,26
808,69,monthly issuance,26
3601,54,monthly issuance,26
131,52,monthly issuance,26
3124,6,monthly issuance,26
7618,72,weekly issuance,26
807,76,weekly issuance,26
3847,33,monthly issuance,26
223,39,monthly issuance,26
2328,35,monthly issuance,26
1519,9,monthly issuance,26
10019,8,monthly issuance,26
458,7,monthly issuance,26
120,65,weekly issuance,26
1846,6,monthly issuance,26
2096,32,monthly issuance,26
2297,46,monthly issuance,26
7184,5,monthly issuance,26
2781,16,monthly issuance,26
1031,74,monthly issuance,26
3810,43,monthly issuance,26
1151,40,monthly issuance,26
1728,74,monthly issuance,26
9235,37,monthly issuance,26
3363,30,monthly issuance,26
3436,5,monthly issuance,26
2533,49,monthly issuance,26
99,1,monthly issuance,26
638,65,monthly issuance,26
2292,41,monthly issuance,26
1725,72,issuance after transaction,26
3410,39,monthly issuance,26
1597,68,monthly issuance,26
2041,48,monthly issuance,26
5742,74,issuance after transaction,26
4415,73,monthly issuance,26
4330,47,monthly issuance,26
3458,63,monthly issuance,26
3330,76,monthly issuance,26
6649,1,monthly issuance,26
3779,74,monthly issuance,26
1103,66,monthly issuance,26
731,5,monthly issuance,26
2307,60,monthly issuance,26
3474,23,monthly issuance,26
625,70,monthly issuance,26
1075,35,monthly issuance,26
2281,1,monthly issuance,26
3895,27,monthly issuance,26
5263,64,monthly issuance,26
5794,70,monthly issuance,26
1220,1,monthly issuance,26
1568,23,monthly issuance,26
1344,12,issuance after transaction,26
8547,14,weekly issuance,26
1135,1,monthly issuance,26
4263,5,monthly issuance,26
3532,73,monthly issuance,26
1251,34,weekly issuance,26
1936,70,monthly issuance,26
2244,46,monthly issuance,26
2310,15,monthly issuance,26
1994,42,monthly issuance,26
720,54,monthly issuance,26
1472,2,monthly issuance,26
2144,55,issuance after transaction,26
953,14,monthly issuance,26
4081,11,monthly issuance,26
10018,8,monthly issuance,26
2553,41,monthly issuance,26
2520,18,monthly issuance,26
1252,13,weekly issuance,26
3357,54,monthly issuance,26
6985,38,monthly issuance,26
2957,25,monthly issuance,26
4948,43,monthly issuance,26
1803,24,monthly issuance,26
2577,7,monthly issuance,26
1009,1,weekly issuance,26
2265,65,monthly issuance,26
675,58,monthly issuance,26
5033,54,monthly issuance,26
1971,41,monthly issuance,26
2830,20,monthly issuance,26
1927,42,monthly issuance,26
5118,72,monthly issuance,26
3203,23,monthly issuance,26
3270,30,monthly issuance,26
1520,48,monthly issuance,26
4681,70,monthly issuance,26
3902,1,monthly issuance,26
8327,1,weekly issuance,26
1203,72,monthly issuance,26
2608,19,monthly issuance,26
2206,45,monthly issuance,26
3216,3,monthly issuance,26
1122,13,monthly issuance,26
786,53,monthly issuance,26
3631,1,monthly issuance,26
2514,16,monthly issuance,26
75,1,monthly issuance,26
3679,64,monthly issuance,26
2562,35,monthly issuance,26
2280,68,monthly issuance,26
3896,45,monthly issuance,26
11138,70,weekly issuance,26
5213,1,monthly issuance,26
531,31,monthly issuance,26
6856,43,monthly issuance,26
5024,70,monthly issuance,26
560,36,monthly issuance,26
11382,74,monthly issuance,26
2855,27,monthly issuance,26
2858,56,monthly issuance,26
3763,55,monthly issuance,26
995,64,monthly issuance,26
3315,23,monthly issuance,26
3582,19,monthly issuance,26
420,75,monthly issuance,26
937,43,monthly issuance,26
4258,51,monthly issuance,26
5066,13,weekly issuance,26
2236,73,monthly issuance,26
3995,12,monthly issuance,26
894,46,monthly issuance,26
418,36,monthly issuance,26
3254,36,monthly issuance,26
32,5,monthly issuance,26
213,73,monthly issuance,26
2833,64,monthly issuance,26
3553,70,monthly issuance,26
9052,43,issuance after transaction,26
3139,12,monthly issuance,26
1562,1,monthly issuance,26
1961,13,monthly issuance,26
353,24,monthly issuance,26
1640,13,monthly issuance,26
6872,15,monthly issuance,26
532,26,monthly issuance,26
674,49,monthly issuance,26
10365,22,monthly issuance,26
430,54,monthly issuance,26
429,63,monthly issuance,26
3269,37,monthly issuance,26
1810,50,monthly issuance,26
665,8,monthly issuance,26
3855,33,monthly issuance,26
3866,60,monthly issuance,26
3914,33,monthly issuance,26
3807,53,monthly issuance,26
3925,1,monthly issuance,26
219,28,monthly issuance,26
3552,62,monthly issuance,26
7957,51,monthly issuance,26
1149,18,monthly issuance,26
1423,76,monthly issuance,26
2853,54,monthly issuance,26
803,19,monthly issuance,26
2456,65,monthly issuance,26
619,1,weekly issuance,26
